Protein,Cluster_ID,Cluster_Size
BORCS5,135,21
BORCS7,135,21
BORCS8,135,21
DDX6,136,21
TNRC6A,136,21
DCP2,136,21
ZFP36,136,21
G3BP2,136,21
PIM1,136,21
PABPC1L,136,21
BAG4,136,21
PDE12,136,21
PATL1,136,21
LSM1,136,21
PATL2,136,21
EDC3,136,21
LSM12,136,21
DCP1B,136,21
LSM14A,136,21
EIF4ENIF1,136,21
LRRC27,136,21
LSM14B,136,21
MCRIP2,136,21
TCIM,136,21
CTAG1B,137,21
MAGEA4,137,21
MAGEA1,137,21
MAGEA3,137,21
GAGE12G,137,21
MAGEC1,137,21
CSAG1,137,21
MAGEA10,137,21
CTAG2,137,21
MAGEA2B,137,21
MAGEA6,137,21
MAGEA2,137,21
TRIM69,137,21
MAGEA12,137,21
DDX53,137,21
TPTE,137,21
GAGE2A,137,21
GAGE12F,137,21
GAGE1,137,21
DDX43,137,21
GAGE13,137,21
DEFB127,138,21
DEFB129,138,21
DEFB118,138,21
DEFB114,138,21
DEFB112,138,21
DEFB124,138,21
DEFB128,138,21
DEFB131A,138,21
DEFB110,138,21
DEFB119,138,21
DEFB135,138,21
DEFB132,138,21
DEFB134,138,21
DEFB115,138,21
DEFB113,138,21
DEFB125,138,21
DEFB116,138,21
DEFB126,138,21
DEFB123,138,21
DEFB121,138,21
DEFB130A,138,21
DYNC1LI1,139,20
BICDL1,139,20
BICD2,139,20
DCTN6,139,20
DYNC1LI2,139,20
DCTN3,139,20
ACTR1B,139,20
DCTN5,139,20
DYNC1H1,139,20
TPPP,139,20
DCTN1,139,20
ACTR1A,139,20
DYNC1I2,139,20
PAFAH1B1,139,20
DCTN4,139,20
BICD1,139,20
PITPNA,139,20
SCARF1,139,20
TRARG1,139,20
BHLHA9,139,20
CRK,140,20
CRKL,140,20
GAB2,140,20
DOCK1,140,20
DOCK5,140,20
ELMO2,140,20
ELMO1,140,20
DOCK2,140,20
RAPGEF1,140,20
MEGF10,140,20
GAB1,140,20
SHC2,140,20
SHC3,140,20
SHC4,140,20
MAP4K5,140,20
KIDINS220,140,20
BCR,140,20
DOCK3,140,20
GULP1,140,20
ELMO3,140,20
GLMN,141,20
APPBP2,141,20
FEM1A,141,20
FEM1C,141,20
ZER1,141,20
ZYG11B,141,20
KLHDC2,141,20
FEM1B,141,20
COMMD1,141,20
KLHDC3,141,20
ASB4,141,20
KLHDC10,141,20
PRAMEF6,141,20
PRAME,141,20
PRAMEF15,141,20
CUL2,141,20
LRR1,141,20
UBE2M,141,20
ZYG11A,141,20
CAND1,141,20
PCNT,142,20
CEP135,142,20
PLK4,142,20
CEP250,142,20
SASS6,142,20
CNTROB,142,20
POC5,142,20
CEP192,142,20
SPICE1,142,20
CEP120,142,20
CEP63,142,20
CEP152,142,20
CROCC,142,20
CNTLN,142,20
LRRC45,142,20
CEP131,142,20
TENT5C,142,20
CEP295,142,20
CEP78,142,20
CEP57,142,20
FAF1,143,20
UFD1,143,20
NPLOC4,143,20
UBXN7,143,20
LACTB,143,20
UBE4B,143,20
UBXN8,143,20
ASPSCR1,143,20
UBXN4,143,20
UBE4A,143,20
PLAA,143,20
NSFL1C,143,20
UBXN1,143,20
SVIP,143,20
RNF125,143,20
SPATA5,143,20
UBXN10,143,20
UBXN6,143,20
VCPIP1,143,20
UBXN2A,143,20
SPO11,144,20
ADARB1,144,20
MSH4,144,20
MSH5,144,20
DMC1,144,20
HFM1,144,20
CCNB1IP1,144,20
PRDM9,144,20
CCDC36,144,20
HORMAD1,144,20
RNF212,144,20
REC114,144,20
MEI1,144,20
TEX11,144,20
C11orf80,144,20
MEI4,144,20
CNTD1,144,20
C1orf146,144,20
SHOC1,144,20
ANKRD31,144,20
BAIAP2L1,145,20
ALG5,145,20
ALG3,145,20
ALG12,145,20
ALG6,145,20
DPAGT1,145,20
ALG11,145,20
ALG8,145,20
ALG9,145,20
ALG1,145,20
ALG14,145,20
PMM2,145,20
DPM1,145,20
ALG13,145,20
ALG2,145,20
ALG9-2,145,20
MPDU1,145,20
GMPPA,145,20
PMM1,145,20
RFT1,145,20
MTSS1,146,20
PTCH1,146,20
PTCH2,146,20
SMO,146,20
GLI3,146,20
GLI2,146,20
SUFU,146,20
GLI1,146,20
IHH,146,20
BOC,146,20
CDON,146,20
FOXL1,146,20
DHH,146,20
KIF7,146,20
RAB23,146,20
GAS1,146,20
STK36,146,20
KIF27,146,20
HHIP,146,20
DISP2,146,20
GRIA4,147,20
GRIN1,147,20
GRIA3,147,20
OLFM2,147,20
CNIH2,147,20
SHISA7,147,20
GRIN2C,147,20
CACNG5,147,20
SHISA9,147,20
GRIN3A,147,20
GRIN3B,147,20
CNIH3,147,20
GRIA2,147,20
GRIN2D,147,20
GRIN2A,147,20
CNIH1,147,20
CNIH4,147,20
GSG1L,147,20
SYNDIG1,147,20
EBAG9,147,20
GOLPH3,148,19
SEC31A,148,19
SEC24B,148,19
SEC24A,148,19
SEC24C,148,19
SEC16A,148,19
SEC24D,148,19
SEC23A,148,19
SEC23B,148,19
SAR1A,148,19
SEC23IP,148,19
MIA3,148,19
SAR1B,148,19
COL7A1,148,19
PREB,148,19
SEC31B,148,19
MIA2,148,19
PRRC1,148,19
CTAGE6,148,19
NCF1,149,19
NCF4,149,19
NCF2,149,19
CYBA,149,19
NOX1,149,19
SH3PXD2B,149,19
CYBB,149,19
DUOX2,149,19
NOX5,149,19
POLDIP2,149,19
ZNF3,149,19
NOX3,149,19
NOX4,149,19
DUOXA1,149,19
DUOX1,149,19
NOXA1,149,19
NOXO1,149,19
GTF2IRD2,149,19
GTF2IRD2B,149,19
KIF5B,150,19
KLC4,150,19
KLC2,150,19
KLC1,150,19
KIF5A,150,19
KLC3,150,19
KIF5C,150,19
MAPK8IP3,150,19
BSN,150,19
CLSTN1,150,19
ARL8B,150,19
KIF1A,150,19
SNPH,150,19
SYT4,150,19
SYBU,150,19
ARL5B,150,19
COA8-2,150,19
PLEKHM2,150,19
CLSTN2,150,19
CCT8L2,151,19
BBS9,151,19
BBS2,151,19
BBS7,151,19
BBS4,151,19
BBS5,151,19
BBIP1,151,19
BBS1,151,19
TTC8,151,19
SSTR3,151,19
MKKS,151,19
ERMARD,151,19
BBS10,151,19
LZTFL1,151,19
TRIM32,151,19
C8orf37,151,19
CCDC28B,151,19
ARL6,151,19
BBS12,151,19
RIPK3,152,19
RIPK1,152,19
CASP2,152,19
PEA15,152,19
XIAP,152,19
CFLAR,152,19
ZBP1,152,19
FADD,152,19
FAS,152,19
TNFRSF10B,152,19
TRADD,152,19
TNFRSF21,152,19
TNFRSF10A,152,19
CASP10,152,19
TNFSF10,152,19
CRADD,152,19
PIDD1,152,19
TNFRSF10C,152,19
TNFRSF10D,152,19
ATP12A,153,19
ATP4A,153,19
ABCG8,153,19
ABCG5,153,19
PLN,153,19
ABCA2,153,19
ATP1A3,153,19
ATP1A1,153,19
ATP1A2,153,19
ATP1B2,153,19
ABCD4,153,19
FXYD2,153,19
ABCB6,153,19
FXYD1,153,19
ATP1B3,153,19
ATP1B1,153,19
ABCB8,153,19
TRAM2,153,19
ATP4B,153,19
RPA3,154,19
RPA1,154,19
PRIMPOL,154,19
RAD17,154,19
ATAD5,154,19
RPA2,154,19
ATRIP,154,19
LIG1,154,19
POLD1,154,19
RFC2,154,19
ETAA1,154,19
RFC5,154,19
HELB,154,19
RFWD3,154,19
RPA4,154,19
RPAIN,154,19
DONSON,154,19
RFC1,154,19
SERTAD3,154,19
ABCA4,155,19
RPGRIP1,155,19
CABP1,155,19
TULP1,155,19
GUCA1B,155,19
GUCY2D,155,19
PITPNM3,155,19
PDIK1L,155,19
GUCA1A,155,19
AIPL1,155,19
GUCA1C,155,19
RD3,155,19
GUF1,155,19
GUCY2F,155,19
SPATA7,155,19
CDHR1,155,19
RAX2,155,19
SLC25A18,155,19
GUCA1A-2,155,19
XRCC1,156,19
OGG1,156,19
APEX1,156,19
MUTYH,156,19
LIG3,156,19
APTX,156,19
APLF,156,19
POLB,156,19
PNKP,156,19
NEIL1,156,19
POLQ,156,19
TDP1,156,19
NTHL1,156,19
UNG,156,19
APEX2,156,19
MPG,156,19
CHFR,156,19
NEIL2,156,19
SMUG1,156,19
MAPK9,157,18
MAPK13,157,18
MAPK12,157,18
MAPK11,157,18
MAPKAPK3,157,18
DUSP3,157,18
DUSP4,157,18
PTPRR,157,18
SH3RF1,157,18
DUSP2,157,18
DUSP16,157,18
PTPN7,157,18
DUSP9,157,18
PTPN5,157,18
DUSP8,157,18
DUSP7,157,18
SNRK,157,18
RCSD1,157,18
CRYAB,158,18
BFSP2,158,18
CRYBB2,158,18
CRYGC,158,18
GJA3,158,18
GJA8,158,18
LIM2,158,18
CRYBB3,158,18
CRYGD,158,18
PITX3,158,18
CRYAA,158,18
BFSP1,158,18
CRYGS,158,18
CRYBA1,158,18
CRYBA2,158,18
CRYBB1,158,18
CRYBA4,158,18
TMEM114,158,18
PPIF,159,18
SLC25A31,159,18
SLC25A4,159,18
VDAC3,159,18
SLC25A5,159,18
VDAC2,159,18
AFDN,159,18
PDZD11,159,18
PLEKHA7,159,18
C8A,159,18
C7,159,18
C8B,159,18
C6,159,18
C9,159,18
TSPAN33,159,18
MLLT10,159,18
MLLT6,159,18
C8G,159,18
NIN,160,18
CEP164,160,18
CEP89,160,18
CEP83,160,18
ODF2,160,18
TTBK2,160,18
KIF2A,160,18
CEP170,160,18
CNTRL,160,18
CEP128,160,18
CCDC120,160,18
CCDC68,160,18
CCDC61,160,18
FBF1,160,18
C2CD3,160,18
SCLT1,160,18
EVI5,160,18
POTEC,160,18
COASY,161,18
DCAKD,161,18
FA2H,161,18
NEIL3,161,18
WDR45,161,18
PANK3,161,18
PANK1,161,18
PANK2,161,18
PPCDC,161,18
AGMO,161,18
SLC27A1,161,18
SLC27A4,161,18
PPCS,161,18
C19orf12,161,18
CCDC30,161,18
VNN2,161,18
VNN1,161,18
PANK4,161,18
VAPB,162,18
STARD3NL,162,18
MOSPD2,162,18
VAPA,162,18
RMDN2,162,18
WDR44,162,18
OSBP,162,18
OSBPL11,162,18
OSBPL3,162,18
OSBPL2,162,18
OSBPL1A,162,18
PITPNM2,162,18
OSBP2,162,18
OSBPL6,162,18
OSBPL10,162,18
ACBD4,162,18
OSBPL9,162,18
PPM1L,162,18
HMOX2,163,18
FECH,163,18
ALAS1,163,18
HCCS,163,18
ABCB10,163,18
ALAD,163,18
HMBS,163,18
UROS,163,18
SLC25A37,163,18
ALAS2,163,18
UROD,163,18
ABCB7,163,18
PPOX,163,18
SLC25A38,163,18
CPOX,163,18
SLC25A28,163,18
TMEM14C,163,18
ENDOV,163,18
ODC1,164,18
SMS,164,18
AZIN2,164,18
SRM,164,18
SAT2,164,18
AOC1,164,18
SAT1,164,18
GLYATL1,164,18
PAOX,164,18
AGMAT,164,18
GGNBP2,164,18
AZIN1,164,18
AASS,164,18
SMOX,164,18
PBLD,164,18
OAZ2,164,18
OAZ1,164,18
OAZ3,164,18
HOMER2,165,18
GRM5,165,18
HOMER1,165,18
HOMER3,165,18
SHANK1,165,18
SHANK2,165,18
SHANK3,165,18
RABL2A,165,18
DLG2,165,18
DLGAP1,165,18
SYNGAP1,165,18
SIPA1L1,165,18
DLGAP3,165,18
DLGAP2,165,18
APPL2,165,18
PTCHD1,165,18
DLGAP4,165,18
LZTS3,165,18
NXN,166,18
CBLN1,166,18
NRXN2,166,18
LRRTM2,166,18
NLGN1,166,18
NRXN1,166,18
LRRTM1,166,18
LRRTM4,166,18
LRRTM3,166,18
NLGN3,166,18
NLGN4X,166,18
NRXN3,166,18
NLGN2,166,18
CNTN4,166,18
CLSTN3,166,18
NXPH1,166,18
CASKIN1,166,18
MDGA2,166,18
DEFB1,167,18
DEFB4A,167,18
DEFB103A,167,18
DEFB4B,167,18
DEFA3,167,18
DEFA1B,167,18
DEFA1,167,18
RNASE7,167,18
DEFB103B,167,18
DEFB108B,167,18
DEFB106B,167,18
DEFB105A,167,18
DEFB104A,167,18
DEFB105B,167,18
DEFB107A,167,18
DEFB104B,167,18
SPAG11B,167,18
DEFB106A,167,18
FICD,168,18
RBM10,168,18
SF1,168,18
PPP1R8,168,18
PRPF40A,168,18
LUC7L3,168,18
RBM25,168,18
SUGP1,168,18
DNAJC8,168,18
CCAR1,168,18
RBM5,168,18
PRPF40B,168,18
PRPF39,168,18
PRR3,168,18
RSRC2,168,18
BLACAT1,168,18
PRRC2C,168,18
SON,168,18
KRTAP13-3,169,18
KRTAP20-2,169,18
KRTAP6-1,169,18
KRTAP8-1,169,18
KRTAP22-1,169,18
KRTAP6-2,169,18
KRTAP20-1,169,18
KRTAP24-1,169,18
KRTAP26-1,169,18
KRTAP27-1,169,18
KRTAP7-1,169,18
KRTAP6-3,169,18
SCYGR1,169,18
KRTAP15-1,169,18
KRTAP19-1,169,18
KRTAP13-1,169,18
KRTAP19-3,169,18
KRTAP25-1,169,18
CALM2,170,17
CAMKK2,170,17
PHKB,170,17
PHKA1,170,17
PHKG2,170,17
CAMK1G,170,17
CAMK1,170,17
NALCN,170,17
UNC79,170,17
FAM155A,170,17
PHKA2,170,17
CAMKK1,170,17
UNC80,170,17
FGF12,170,17
PHKG1,170,17
PPM1F,170,17
C2CD4A,170,17
VPS18,171,17
VPS33A,171,17
VPS41,171,17
VPS33B,171,17
VPS39,171,17
VPS16,171,17
VPS45,171,17
VPS11,171,17
TGFBRAP1,171,17
RMC1,171,17
VIPAS39,171,17
CCZ1,171,17
CCZ1B,171,17
VPS8,171,17
MON1A,171,17
MON1B,171,17
CT55,171,17
SLC22A3,172,17
SLC22A2,172,17
SLCO1B1,172,17
ABCC2,172,17
ABCG2,172,17
SLCO1B3,172,17
SLC47A1,172,17
SLC47A2,172,17
SLCO2B1,172,17
SLC22A8,172,17
SLC22A1,172,17
SLC22A6,172,17
SLC22A4,172,17
ABCC4,172,17
SLC22A7,172,17
SLCO4C1,172,17
SLC22A9,172,17
SCNN1G,173,17
SCNN1B,173,17
SCNN1A,173,17
SCNN1D,173,17
TRPM4,173,17
SCN1B,173,17
SCN3B,173,17
SCN5A,173,17
RANGRF,173,17
SCN10A,173,17
SCN4A,173,17
SCN4B,173,17
SCN2B,173,17
SCN7A,173,17
SCN3A,173,17
SCN9A,173,17
NAV1,173,17
FKBP8,174,17
TFEB,174,17
RHEB,174,17
RPS6KB2,174,17
RPTOR,174,17
MAPKAP1,174,17
DEPTOR,174,17
RICTOR,174,17
EIF4EBP1,174,17
AKT1S1,174,17
MLST8,174,17
TTI2,174,17
TELO2,174,17
TTI1,174,17
PRR5L,174,17
PRR5,174,17
EIF4EBP2,174,17
GFRA1,175,17
GDNF,175,17
PHOX2B,175,17
RET,175,17
CCDC6,175,17
GDF15,175,17
PSPN,175,17
DOK5,175,17
GFRA3,175,17
NRTN,175,17
GFRA4,175,17
GFRAL,175,17
DOK6,175,17
ARTN,175,17
GFRA2,175,17
CDNF,175,17
TPCN1,175,17
OLFM4,176,17
CAMP,176,17
PGLYRP1,176,17
BPI,176,17
DEFA4,176,17
MMP8,176,17
LTF,176,17
MPO,176,17
LYZ,176,17
CEACAM8,176,17
LYZL1,176,17
SLPI,176,17
AZU1,176,17
CEACAM6,176,17
TCN1,176,17
EPPIN,176,17
LPO,176,17
ELN,177,17
LACRT,177,17
LOX,177,17
ADAMTS2,177,17
EFEMP2,177,17
MFAP2,177,17
MFAP5,177,17
FBLN5,177,17
MFAP4,177,17
FBLN2,177,17
FBLN1,177,17
BMP1,177,17
MMP12,177,17
CSPG5,177,17
LOXL4,177,17
LOXL3,177,17
LOXL2,177,17
CTH,178,17
AHCYL1,178,17
MAT2A,178,17
CBS,178,17
CBSL,178,17
CNNM1,178,17
CNNM4,178,17
PTP4A1,178,17
SELENBP1,178,17
SDSL,178,17
SDS,178,17
AHCY,178,17
BHMT2,178,17
MAT1A,178,17
AHCYL2,178,17
PTP4A2,178,17
R3HCC1L,178,17
RAB27A,179,17
MYRIP,179,17
MYO5A,179,17
TBC1D10A,179,17
RPH3A,179,17
LYST,179,17
SYTL1,179,17
UNC13D,179,17
RAB27B,179,17
FHL2,179,17
STXBP2,179,17
MREG,179,17
SYTL3,179,17
MLPH,179,17
SYTL2,179,17
SYTL5,179,17
EXPH5,179,17
PANX1,180,17
P2RX5,180,17
P2RX1,180,17
P2RX3,180,17
P2RX7,180,17
P2RX4,180,17
P2RX6,180,17
P2RY1,180,17
P2RY2,180,17
P2RY11,180,17
PPAN-P2RY11,180,17
P2RY13,180,17
P2RY6,180,17
P2RX2,180,17
P2RY14,180,17
P2RY4,180,17
ZNF77,180,17
MBD2,181,17
CHD3,181,17
MTA2,181,17
GATAD2B,181,17
MTA1,181,17
MTA3,181,17
PHF20L1,181,17
MBD3L1,181,17
MBD3,181,17
CHD6,181,17
GATAD2A,181,17
CDK2AP1,181,17
CHD5,181,17
ZNF521,181,17
ZNF219,181,17
ZNF512B,181,17
RABL6,181,17
MYBL2,182,17
GMNC,182,17
RBL2,182,17
CCNE2,182,17
E2F3,182,17
E2F2,182,17
RBL1,182,17
TFDP1,182,17
E2F4,182,17
MCIDAS,182,17
TFDP2,182,17
LIN37,182,17
LIN9,182,17
LIN54,182,17
E2F5,182,17
LIN52,182,17
MYBL1,182,17
NUDCD3,183,16
DYNC1I1,183,16
DYNLRB1,183,16
DYNLL1,183,16
DYNLL2,183,16
TCTEX1D1,183,16
TCTEX1D2,183,16
TCTEX1D4,183,16
TCTE3,183,16
DYNLT1,183,16
DYNLT3,183,16
DYNLRB2,183,16
DYNC2LI1,183,16
DYNC2H1,183,16
WDR60,183,16
WDR34,183,16
GCAT,184,16
ZACN,184,16
FFAR1,184,16
GAL,184,16
GALR1,184,16
GALP,184,16
GPR119,184,16
GALR2,184,16
GALR3,184,16
FFAR2,184,16
FFAR4,184,16
FFAR3,184,16
GPR84,184,16
SPX,184,16
LGALS2,184,16
QRFPR,184,16
FUCA2,185,16
FUCA1,185,16
GLB1,185,16
GLA,185,16
LCT,185,16
B4GALT6,185,16
NEU1,185,16
A3GALT2,185,16
NEU4,185,16
B3GALT4,185,16
CTSA,185,16
B4GALT5,185,16
GAL3ST2,185,16
GAL3ST1,185,16
NEU2,185,16
NEU3,185,16
CEL,186,16
CPA1,186,16
CELA2B,186,16
CPA2,186,16
CTRC,186,16
CELA2A,186,16
CLPS,186,16
PNLIP,186,16
PNLIPRP1,186,16
CPB1,186,16
CELA3A,186,16
SYCN,186,16
CELA3B,186,16
CTRL,186,16
CPN2,186,16
CPN1,186,16
HBA2,187,16
AHSP,187,16
HBA1,187,16
HBB,187,16
HBD,187,16
HBZ,187,16
HBE1,187,16
HBG1,187,16
HBG2,187,16
SLC4A1,187,16
EPB42,187,16
HBQ1,187,16
KLF1,187,16
HBM,187,16
TRIM58,187,16
SLC4A1AP,187,16
NFATC4,188,16
NFATC1,188,16
PPP3CB,188,16
NFATC3,188,16
PPP3CA,188,16
PPP3CC,188,16
PPP3R1,188,16
PPP3R2,188,16
NFATC2,188,16
SSH3,188,16
SSH1,188,16
RCAN2,188,16
RCAN3,188,16
RCAN1,188,16
SSH2,188,16
FAM122A,188,16
PKP3,189,16
DSP,189,16
ARHGAP5,189,16
PKP1,189,16
PKP2,189,16
DSG3,189,16
DSG1,189,16
DSC1,189,16
DSG2,189,16
DSC2,189,16
DST,189,16
PPL,189,16
DSC3,189,16
EVPL,189,16
PERP,189,16
KAZN,189,16
PIEZO1,190,16
KCNK18,190,16
KRT76,190,16
KCNK5,190,16
KCNK3,190,16
KCNK9,190,16
KCNK1,190,16
KCNK10,190,16
KCNK2,190,16
KCNK4,190,16
KCNK6,190,16
KCNK13,190,16
KCNK7,190,16
KCNK16,190,16
KCNK17,190,16
KCNK12,190,16
TRMT10A,191,16
NSUN2,191,16
TRMT61A,191,16
RTF2,191,16
TRMT1,191,16
TARBP1,191,16
TRMT6,191,16
DUS3L,191,16
METTL1,191,16
FTSJ1,191,16
TRMT11,191,16
WDR4,191,16
TRMT61B,191,16
TRMT10C,191,16
TRMT2B,191,16
DUS1L,191,16
GYS2,192,16
GYS1,192,16
EPM2A,192,16
STBD1,192,16
GYG1,192,16
GYG2,192,16
PPP1R3D,192,16
PPP1R3C,192,16
UGP2,192,16
PPP1R3F,192,16
PPP1R3B,192,16
PPP1R3E,192,16
PPP1R3A,192,16
NHLRC1,192,16
SOX12,192,16
EPM2AIP1,192,16
NAA10,193,16
NAA25,193,16
NAA15,193,16
NAA80,193,16
NAA38,193,16
NAA50,193,16
NAA11,193,16
NAA20,193,16
NAA35,193,16
NAA40,193,16
NAA16,193,16
HYPK,193,16
NAA60,193,16
NAA30,193,16
NAT14,193,16
TSGA10IP,193,16
EXOC6,194,15
EXOC7,194,15
EXOC2,194,15
EXOC5,194,15
EXOC8,194,15
EXOC6B,194,15
EXOC3,194,15
EXOC1,194,15
EXOC4,194,15
EXOC3L2,194,15
EXOC3L1,194,15
STXBP3,194,15
EXOC3L4,194,15
TNFAIP2,194,15
EXOC1L,194,15
PYCR1,195,15
GNB1L,195,15
TBX1,195,15
PRODH,195,15
PRODH2,195,15
LOC102724788,195,15
PYCR3,195,15
PYCR2,195,15
DGCR2,195,15
GSC2,195,15
DGCR6L,195,15
P4HA1,195,15
DGCR6,195,15
P4HA2,195,15
LOC102724770,195,15
BCL2A1,196,15
BAX,196,15
BAD,196,15
HRK,196,15
BAK1,196,15
TMBIM6,196,15
BCL2L2,196,15
BCL2L10,196,15
BCL2L11,196,15
BIK,196,15
BOK,196,15
PMAIP1,196,15
BMF,196,15
RTL10,196,15
BBC3,196,15
UBA3,197,15
UBE2D4,197,15
UBA1,197,15
UBE2E2,197,15
UBE2V2,197,15
CDC34,197,15
UBA6,197,15
UBE2W,197,15
UBA7,197,15
UBE2R2,197,15
UBE2Z,197,15
UBE2G1,197,15
UBE2V1,197,15
ARIH1,197,15
UBE2U,197,15
RRAS,198,15
RRAS2,198,15
MRAS,198,15
RASGRP2,198,15
RASGRF1,198,15
RASGRP3,198,15
RASGRF2,198,15
RASGRP1,198,15
RASA4,198,15
RAPGEF5,198,15
RASA3,198,15
RASA2,198,15
RASGRP4,198,15
RASAL1,198,15
RASAL2,198,15
ROBO1,199,15
SRGAP3,199,15
SRGAP2,199,15
GPRIN2,199,15
DRD5,199,15
ROBO4,199,15
GTF2I,199,15
ROBO2,199,15
SLIT2,199,15
SLIT3,199,15
HYDIN,199,15
SLIT1,199,15
SRGAP1,199,15
NPEPPS,199,15
NBPF1,199,15
MPZL1,200,15
PRX,200,15
PMP22,200,15
RNMT,200,15
USHBP1,200,15
MMRN2,200,15
CMTR1,200,15
PMP2,200,15
GDAP1,200,15
RNGTT,200,15
RAMACL,200,15
DRP2,200,15
RAMAC,200,15
CMTR2,200,15
CLEC14A,200,15
MAG,201,15
REEP5,201,15
RTN4R,201,15
RTN4,201,15
RTN3,201,15
LINGO1,201,15
OMG,201,15
TNFRSF19,201,15
RTN4RL1,201,15
RTN4RL2,201,15
RTN4IP1,201,15
MOBP,201,15
OPALIN,201,15
TMEM235,201,15
ERMN,201,15
TRIM14,202,15
BBOX1,202,15
TRIM24,202,15
TRIM9,202,15
TRIM17,202,15
TRIM27,202,15
TRIM39,202,15
TRIM7,202,15
TRIM49,202,15
MID2,202,15
TRIM41,202,15
TRIM39-RPP21,202,15
TRIM44,202,15
TRIM6,202,15
TRIM67,202,15
STIM1,203,15
TRPC6,203,15
TRPC1,203,15
STIM2,203,15
ORAI1,203,15
TRPC3,203,15
TRPC4,203,15
ORAI2,203,15
TRPC5,203,15
SESTD1,203,15
SARAF,203,15
ORAI3,203,15
CRACR2A,203,15
SLC35G1,203,15
STIMATE,203,15
RAP1B,204,15
RAP1A,204,15
ARAP3,204,15
SGSM3,204,15
RASIP1,204,15
RAP2A,204,15
RGS14,204,15
RAP2B,204,15
SIPA1,204,15
SIPA1L2,204,15
RAP1GAP2,204,15
SGSM2,204,15
RAP1GAP,204,15
SGSM1,204,15
ARHGAP29,204,15
MIF,205,15
TAT,205,15
GOT1L1,205,15
GOT1,205,15
IL4I1,205,15
ASNS,205,15
CAD,205,15
ASPA,205,15
GPT2,205,15
NAT8L,205,15
ASPDH,205,15
ASRGL1,205,15
ALDH5A1,205,15
NIT2,205,15
ASPG,205,15
ARHGDIB,206,15
ARHGDIA,206,15
MCAM,206,15
RHOB,206,15
RHOC,206,15
ARHGEF28,206,15
ARHGDIG,206,15
PKN2,206,15
RHOH,206,15
PKN1,206,15
CIT,206,15
RTKN,206,15
FMNL3,206,15
ARHGEF3,206,15
FMNL2,206,15
EN1,207,15
BCL9,207,15
PYGO2,207,15
TLE1,207,15
TLE2,207,15
TLE4,207,15
TLE3,207,15
BCL9L,207,15
VENTX,207,15
HLX,207,15
CORO2B,207,15
RIPPLY2,207,15
TLE5,207,15
TLE7,207,15
RIPPLY1,207,15
ADGRL1,208,15
ADGRL2,208,15
ADGRL3,208,15
OLFM1,208,15
TENM4,208,15
UNC5A,208,15
UNC5D,208,15
FLRT1,208,15
FLRT2,208,15
FLRT3,208,15
TENM2,208,15
UNC5CL,208,15
TENM1,208,15
TENM3,208,15
SZRD1,208,15
DAPK1,209,15
MYO10,209,15
DAPK2,209,15
DAPK3,209,15
DCC,209,15
NEO1,209,15
AGAP2,209,15
DSCAML1,209,15
NTN1,209,15
DSCAM,209,15
UNC5B,209,15
UNC5C,209,15
DRAXIN,209,15
NTN4,209,15
NTN3,209,15
TYR,210,15
MC1R,210,15
MITF,210,15
TYRP1,210,15
DCT,210,15
MLANA,210,15
GPR143,210,15
PMEL,210,15
SLC45A2,210,15
OCA2,210,15
SHROOM2,210,15
TPCN2,210,15
SLC24A5,210,15
SLC24A4,210,15
ASIP,210,15
SEPTIN6,211,15
SEPTIN7,211,15
SEPTIN5,211,15
SEPTIN3,211,15
SEPTIN4,211,15
CDC42EP4,211,15
SEPTIN9,211,15
SEPTIN2,211,15
SEPTIN11,211,15
SEPTIN8,211,15
SEPTIN14,211,15
SEPTIN10,211,15
SEPTIN12,211,15
SEPTIN1,211,15
TMEM250,211,15
ARF5,212,14
ACAP1,212,14
ARF3,212,14
IQSEC1,212,14
ASAP1,212,14
ACAP2,212,14
ARFIP1,212,14
ARFIP2,212,14
AGAP1,212,14
ASAP2,212,14
ARF6,212,14
ASAP3,212,14
SCAMP2,212,14
TBC1D24,212,14
CYTH1,213,14
TRIM23,213,14
CYTIP,213,14
CYTH3,213,14
FRMD4A,213,14
FRMD4B,213,14
IPCEF1,213,14
CYTH2,213,14
INAVA,213,14
AP1AR,213,14
CYTH4,213,14
ARL4A,213,14
GRASP,213,14
CNK3/IPCEF1,213,14
APC,214,14
CACYBP,214,14
ARHGEF4,214,14
SPATA13,214,14
AXIN2,214,14
APC2,214,14
GSK3A,214,14
CSNK1A1L,214,14
TBL1XR1,214,14
TBL1X,214,14
CTNNBIP1,214,14
ZRANB1,214,14
GSKIP,214,14
GPS2,214,14
CD2AP,215,14
SORL1,215,14
NPHS1,215,14
SYNPO,215,14
ABCA7,215,14
CASS4,215,14
KIRREL3,215,14
NPHS2,215,14
KIRREL1,215,14
FAT1,215,14
KIRREL2,215,14
ZCWPW1,215,14
PODXL,215,14
RIN3,215,14
IKBKE,216,14
TRAF3,216,14
TNFRSF1B,216,14
LTA,216,14
LTBR,216,14
TNFSF13B,216,14
TNFRSF13C,216,14
TNFSF12,216,14
TNFRSF12A,216,14
TNFRSF17,216,14
TNFSF13,216,14
TNFRSF13B,216,14
TNFSF14,216,14
LTB,216,14
RYR2,217,14
TRDN,217,14
CASQ2,217,14
JPH3,217,14
JPH1,217,14
ASPH,217,14
CASQ1,217,14
JPH2,217,14
RYR3,217,14
FKBP1B,217,14
JPH4,217,14
JSRP1,217,14
SPEG,217,14
